Customer,Opportunity ID,Date,Paid minus Estimated,Stage,Status,Programme financé,Class,Amount,Estimated amount,Activity sector,City,Parent Business Account
C03050,4075,2022-05-25,0.0,Won,Won,,Private partnership - Apprenticeship tax,747.69,747.69,COMPUTING - TELECOM - Networks,Paris,
C03051,2146,2021-05-31,,,,,,500.0,,"LAW - ECONOMICS - MANAGEMENT - Accounting, Management",PARIS,
C03052,2149,2021-06-01,0.0,Won,Won,,Private partnership - Apprenticeship tax,1000.0,1000.0,BTP - Construction,VILLEURBANNE,
C03118,3692,2022-12-05,0.0,Won,Won,,Campus - Room,2604.0,2604.0,,LYON,
C03118,4190,2022-06-07,,,,,,396.0,,,LYON,
C03118,4314,2022-07-04,,,,,,396.0,,,LYON,
C03119,2169,2021-06-02,0.0,Won,Won,,Private partnership - Apprenticeship tax,16.81,16.81,"MEDIA - ARTS - SPORTS - Arts, Culture, Leisure, Entertainment, Random Games",LYON,
C03137,2186,2021-06-11,0.0,Won,Won,,Private partnership - Apprenticeship tax,600.0,600.0,,SAINT CHAMOND,
C03137,3836,2022-05-24,,,,,,500.0,,,SAINT CHAMOND,
C03173,2189,2021-06-16,0.0,Won,Won,,Private partnership - Apprenticeship tax,1197.46,1197.46,MAINTENANCE - HYGIENE - BEAUTY,LENTILLY,
C03173,4128,2022-06-14,0.0,Won,Won,Job dans la Ville,Private partnership - Apprenticeship tax,1308.23,1308.23,MAINTENANCE - HYGIENE - BEAUTY,LENTILLY,
C03198,2194,2021-06-01,0.0,Won,Won,,Private partnership - Apprenticeship tax,120.5,120.5,"COMMUNICATION - Marketing, Advertising, Communication",,
C03240,2201,2021-06-01,0.0,Won,Won,,Private partnership - Apprenticeship tax,1000.0,1000.0,,Paris,
C03288,2203,2021-06-16,0.0,Won,Won,,Private partnership - Apprenticeship tax,642.82,642.82,,MONTVERDUN,
C03288,4105,2022-06-14,0.0,Won,Won,Job dans la Ville,Private partnership - Apprenticeship tax,575.22,575.22,,MONTVERDUN,
C03326,2205,2021-05-20,0.0,Won,Won,,Private partnership - Apprenticeship tax,174.0,174.0,HOTEL - CATERING - TOURISM,EVRY COURCOURONNES,
C03327,2206,2021-05-20,0.0,Won,Won,,Private partnership - Apprenticeship tax,262.0,262.0,HOTEL - CATERING - TOURISM,,
C03328,2210,2021-05-27,0.0,Won,Won,,Private partnership - Apprenticeship tax,144.22,144.22,"COMMERCE - Retail, Other retail, Crafts",BOULOGNE BILLANCOURT,
C03328,4024,2022-05-26,0.0,Won,Won,,Private partnership - Apprenticeship tax,165.0,165.0,"COMMERCE - Retail, Other retail, Crafts",BOULOGNE BILLANCOURT,
C03329,2211,2021-07-01,0.0,Won,Won,,Private partnership - Apprenticeship tax,200.0,200.0,,SAINT ETIENNE,
C03329,4113,2022-06-14,0.0,Won,Won,Job dans la Ville,Private partnership - Apprenticeship tax,250.0,250.0,,SAINT ETIENNE,
C03330,2212,2021-05-28,0.0,Won,Won,,Private partnership - Apprenticeship tax,1000.0,1000.0,INDUSTRIES - Electronics,CROLLES,
C03330,4108,2022-05-30,0.0,Won,Won,Job dans la Ville,Private partnership - Apprenticeship tax,124.0,124.0,INDUSTRIES - Electronics,CROLLES,
C03330,4109,2022-05-30,0.0,Won,Won,Job dans la Ville,Private partnership - Apprenticeship tax,876.0,876.0,INDUSTRIES - Electronics,CROLLES,
C03331,2214,2021-05-31,0.0,Won,Won,,Private partnership - Apprenticeship tax,119.06,119.06,"HEALTH - SOCIAL - Social, Associations, Foundations",PANTIN,
C03331,2215,2021-05-31,0.0,Won,Won,,Private partnership - Apprenticeship tax,263.11,263.11,"HEALTH - SOCIAL - Social, Associations, Foundations",PANTIN,
C03331,2221,2021-05-31,0.0,Won,Won,,Private partnership - Apprenticeship tax,1979.38,1979.38,"HEALTH - SOCIAL - Social, Associations, Foundations",PANTIN,
C03332,2216,2021-05-31,0.0,Won,Won,,Private partnership - Apprenticeship tax,384.18,384.18,"REAL ESTATE - Architecture, Real Estate",LA TOUR EN JAREZ,
C03333,2217,2021-05-31,0.0,Won,Won,,Private partnership - Apprenticeship tax,406.0,406.0,"COMMERCE - Retail, Other retail, Crafts",BLANQUEFORT,
C03335,2220,2021-05-31,0.0,Won,Won,,Private partnership - Apprenticeship tax,1500.0,1500.0,"INSURANCE - BANKING - Banking, Insurance, Finance, Investment funds",PARIS,
C03335,4089,2022-06-01,0.0,Won,Won,,Private partnership - Apprenticeship tax,2000.0,2000.0,"INSURANCE - BANKING - Banking, Insurance, Finance, Investment funds",PARIS,
C03336,2222,2021-05-31,0.0,Won,Won,,Private partnership - Apprenticeship tax,3000.0,3000.0,"HR - RECRUITMENT - Recruitment agency, Interim, Training",MONTREUIL,
C03337,2224,2021-06-01,0.0,Won,Won,,Private partnership - Apprenticeship tax,3500.0,3500.0,"MEDIA - ARTS - SPORTS - Audiovisual, Media, Publishing",PARIS,
C03338,2226,2021-06-16,0.0,Won,Won,,Private partnership - Apprenticeship tax,422.0,422.0,"REAL ESTATE - Architecture, Real Estate",AIX EN PROVENCE,
C03338,3860,2022-05-30,0.0,Won,Won,,Private partnership - Apprenticeship tax,159.0,159.0,"REAL ESTATE - Architecture, Real Estate",AIX EN PROVENCE,
C03339,2227,2021-06-16,0.0,Won,Won,,Private partnership - Apprenticeship tax,21.0,21.0,"REAL ESTATE - Architecture, Real Estate",GARDANNE,
C03339,3859,2022-05-30,0.0,Won,Won,,Private partnership - Apprenticeship tax,7.0,7.0,"REAL ESTATE - Architecture, Real Estate",GARDANNE,
C03340,2229,2021-06-02,0.0,Won,Won,,Private partnership - Apprenticeship tax,2006.1,2006.1,"HR - RECRUITMENT - Recruitment agency, Interim, Training",SAINT ETIENNE,
C03340,2236,2021-06-10,0.0,Won,Won,,Private partnership - Apprenticeship tax,154.66,154.66,"HR - RECRUITMENT - Recruitment agency, Interim, Training",SAINT ETIENNE,
C03340,2238,2021-06-04,0.0,Won,Won,,Private partnership - Apprenticeship tax,319.14,319.14,"HR - RECRUITMENT - Recruitment agency, Interim, Training",SAINT ETIENNE,
C03340,4648,2022-10-03,0.0,Won,Won,Job dans la Ville,Private partnership - Apprenticeship tax,1000.07,1000.07,"HR - RECRUITMENT - Recruitment agency, Interim, Training",SAINT ETIENNE,
C03341,2230,2021-06-02,0.0,Won,Won,,Private partnership - Apprenticeship tax,158.0,158.0,BTP - Construction,SAINT OUEN SUR SEINE,
C03342,2232,2021-06-16,0.0,Won,Won,,Private partnership - Apprenticeship tax,10.27,10.27,EDUCATION - RESEARCH - Education,BOURG LA REINE,
C03342,3785,2022-04-27,0.0,Won,Won,,Private partnership - Apprenticeship tax,18.0,18.0,EDUCATION - RESEARCH - Education,BOURG LA REINE,
C03343,2234,2021-06-16,0.0,Won,Won,,Private partnership - Apprenticeship tax,586.0,586.0,INDUSTRIES - Chemical industry,LYS LEZ LANNOY,
C03344,2237,2021-06-09,0.0,Won,Won,,Private partnership - Apprenticeship tax,7.0,7.0,"COMMERCE - Retail, Other retail, Crafts",LES DEUX ALPES,
C03345,2239,2021-06-10,0.0,Won,Won,,Private partnership - Apprenticeship tax,1200.0,1200.0,"INSURANCE - BANKING - Banking, Insurance, Finance, Investment funds",VILLENEUVE D'ASCQ,
C03345,4040,2022-05-25,0.0,Won,Won,,Private partnership - Apprenticeship tax,1400.0,1400.0,"INSURANCE - BANKING - Banking, Insurance, Finance, Investment funds",VILLENEUVE D'ASCQ,
C03346,3725,2022-04-13,0.0,Won,Won,,Private partnership - Apprenticeship tax,1735.02,1735.02,HOTEL - CATERING - TOURISM,PARIS,
C03347,2241,2021-06-15,0.0,Won,Won,,Private partnership - Apprenticeship tax,3000.0,3000.0,"INSURANCE - BANKING - Banking, Insurance, Finance, Investment funds",PARIS,
C03348,2242,2021-07-01,0.0,Won,Won,,Private partnership - Apprenticeship tax,485.0,485.0,"INDUSTRIES - Metallurgy, Steel industry",THOISSEY,
C03348,2331,2022-07-01,80000.0,Won,Won,Séjours et Camps,Private partnership - Patronage,160000.0,80000.0,"INDUSTRIES - Metallurgy, Steel industry",THOISSEY,
C03348,3730,2022-04-08,0.0,Won,Won,,Private partnership - Apprenticeship tax,570.0,570.0,"INDUSTRIES - Metallurgy, Steel industry",THOISSEY,
C03348,5790,2023-06-14,,,,,,4000.0,,"INDUSTRIES - Metallurgy, Steel industry",THOISSEY,
C03349,2243,2021-06-18,0.0,Won,Won,,Private partnership - Apprenticeship tax,3546.0,3546.0,BTP - Construction,BLAGNAC,
C03350,2244,2021-06-18,0.0,Won,Won,,Private partnership - Apprenticeship tax,1940.35,1940.35,"COMMERCE - Retail, Other retail, Crafts",BORDEAUX,
C03351,2245,2021-06-18,0.0,Won,Won,,Private partnership - Apprenticeship tax,850.0,850.0,ENERGY - ENVIRONMENT - Energy,SAINT PRIEST,
C03351,2246,2021-06-18,0.0,Won,Won,,Private partnership - Apprenticeship tax,245.5,245.5,ENERGY - ENVIRONMENT - Energy,SAINT PRIEST,
C03354,2249,2021-09-22,0.0,Won,Won,,Campus - Room,396.0,396.0,,LYON,
C03374,2250,2021-06-22,0.0,Won,Won,,Private partnership - Apprenticeship tax,269.91,269.91,"COMMERCE - Retail, Other retail, Crafts",Genas,
C03375,2251,2021-07-01,0.0,Won,Won,,Private partnership - Apprenticeship tax,414.0,414.0,,DARDILLY,
C03375,3900,2022-05-12,0.0,Won,Won,,Private partnership - Apprenticeship tax,500.0,500.0,,DARDILLY,
C03392,2253,2021-07-10,0.0,Won,Won,,Campus - Field,240.0,240.0,,Vaulx en Velin,
C03416,3543,2023-01-27,,,,,,100000.0,,"INSURANCE - BANKING - Banking, Insurance, Finance, Investment funds",PARIS,
C03487,2862,2022-01-28,-1000.0,Won,New,,Private partnership - Event,3000.0,4000.0,INDUSTRIES - Food industry,ISSY LES MOULINEAUX,
C03487,2862,2023-01-20,0.0,Won,New,,Private partnership - Event,4000.0,4000.0,INDUSTRIES - Food industry,ISSY LES MOULINEAUX,
C03487,3972,2022-12-02,0.0,Won,Won,,Private partnership - Event,10000.0,10000.0,INDUSTRIES - Food industry,ISSY LES MOULINEAUX,
C03487,4920,2023-01-27,0.0,Won,Won,,Private partnership - Event,10000.0,10000.0,INDUSTRIES - Food industry,ISSY LES MOULINEAUX,
C03577,2262,2021-07-22,,,,,,2000.0,,HEALTH - SOCIAL - Medical,LYON,
C03578,2310,2021-07-29,1000.0,Won,Won,Non fléché,Private partnership - Patronage,2000.0,1000.0,HEALTH - SOCIAL - Medical,ST PRIEST,
C03579,2263,2021-10-18,,,,,,1000.0,,HEALTH - SOCIAL - Medical,,
C03580,2264,2021-07-01,0.0,Won,Won,Non fléché,Private partnership - Patronage,2000.0,2000.0,HEALTH - SOCIAL - Medical,Villeurbanne,
C03580,4643,2022-10-12,0.0,Won,Won,Non fléché,Private partnership - Patronage,2000.0,2000.0,HEALTH - SOCIAL - Medical,Villeurbanne,
C03586,2266,2021-09-15,0.0,Won,Won,,Campus - Event,4924.0,4924.0,EDUCATION - RESEARCH - Education,LYON,
C03587,1874,2021-06-25,0.0,Won,Won,Entrepreneurs dans la Ville,Private partnership - Patronage,15000.0,15000.0,"INSURANCE - BANKING - Banking, Insurance, Finance, Investment funds",AIX EN PROVENCE,C00879
C03587,4618,2022-11-07,0.0,Won,Won,Entrepreneurs dans la Ville,Private partnership - Patronage,15000.0,15000.0,"INSURANCE - BANKING - Banking, Insurance, Finance, Investment funds",AIX EN PROVENCE,C00879
C03587,5800,2023-06-27,0.0,Won,Won,Entrepreneurs dans la Ville,Private partnership - Patronage,20000.0,20000.0,"INSURANCE - BANKING - Banking, Insurance, Finance, Investment funds",AIX EN PROVENCE,C00879
C03627,2269,2021-07-19,-761.0,Won,Won,,Private partnership - Patronage,1226.0,1987.0,"INDUSTRIES - Fashion, Textiles, Leather, Clothing",Villeurbanne,
C03627,2269,2021-07-20,-1227.0,Won,Won,,Private partnership - Patronage,760.0,1987.0,"INDUSTRIES - Fashion, Textiles, Leather, Clothing",Villeurbanne,
C03627,2269,2021-07-21,-1986.0,Won,Won,,Private partnership - Patronage,1.0,1987.0,"INDUSTRIES - Fashion, Textiles, Leather, Clothing",Villeurbanne,
C03627,3232,2022-02-21,0.0,Won,Won,,Private partnership - Patronage,303.0,303.0,"INDUSTRIES - Fashion, Textiles, Leather, Clothing",Villeurbanne,
C03628,3622,2022-06-13,0.0,Won,Won,,Campus - Event,3301.8,3301.8,"COMPUTING - TELECOM - Video games, Internet, E-Commerce",LYON,
C03628,3622,2022-07-14,0.0,Won,Won,,Campus - Event,3301.8,3301.8,"COMPUTING - TELECOM - Video games, Internet, E-Commerce",LYON,
C03663,2270,2021-07-06,0.0,Won,Won,Non fléché,Private partnership - Patronage,194.4,194.4,"MEDIA - ARTS - SPORTS - Sports, Infrastructure, Clubs",SAINT OUEN,
C03675,2271,2021-07-07,0.0,Won,Won,,Private partnership - Apprenticeship tax,14.0,14.0,,LAMBERSART,
C03782,2280,2021-10-15,,,,,,615.0,,,LYON,
C03782,4332,2022-10-14,0.0,Won,Won,,Campus - Field,630.0,630.0,,LYON,
C03858,2284,2021-02-23,0.0,Won,Won,,Campus - Room,852.0,852.0,,LYON,
C03859,2286,2021-05-10,0.0,Won,Won,,Campus - Room,612.0,612.0,,VENISSIEUX,
C03860,2288,2021-09-04,,,,,,487.5,,,LYON,
C03861,2290,2021-07-21,0.0,Won,Won,,Private partnership - Apprenticeship tax,162.0,162.0,,Marseille,
C03919,2296,2021-08-16,1465.0,Won,Won,,Campus - Event,10105.0,8640.0,,Lyon,
C03920,5009,2022-12-09,,,,,,1000.0,,,NEUILLY SUR SEINE,
C03922,3072,2022-01-19,0.0,Won,Won,Non fléché,Private partnership - Patronage,500.0,500.0,,Marseille,
C03977,2297,2021-09-23,0.0,Won,Won,,Campus - Room,1980.0,1980.0,,REYRIEUX,
C03977,2488,2021-11-11,,,,,,3481.44,,,REYRIEUX,
C03977,3417,2022-04-09,868.02,Won,Won,,Campus - Room,2650.02,1782.0,,REYRIEUX,
C03977,3568,2022-04-22,-985.3200000000002,Won,Won,,Campus - Room,1815.0,2800.32,,REYRIEUX,
C03977,4275,2022-07-07,,,,,,1069.2,,,REYRIEUX,
C03977,4357,2022-10-13,,,,,,1782.0,,,REYRIEUX,
C03977,4358,2022-11-11,0.0,Won,Won,,Campus - Room,1782.0,1782.0,,REYRIEUX,
C03977,5261,2023-04-13,-48.0,Won,Won,,Campus - Room,2367.42,2415.42,,REYRIEUX,
C03982,2299,2021-09-27,0.0,Won,Won,,Campus - Room,396.0,396.0,,Vaulx-en-Velin,
C03982,2714,2021-12-13,0.0,Won,Won,,Campus - Room,192.0,192.0,,Vaulx-en-Velin,
C03982,3820,2022-06-21,,,,,,192.0,,,Vaulx-en-Velin,
C03982,4431,2022-10-05,-25.19999999999999,Won,Won,,Campus - Room,226.8,252.0,,Vaulx-en-Velin,
C03982,4783,2022-12-12,0.0,Won,Won,,Campus - Room,201.6,201.6,,Vaulx-en-Velin,
C03982,5359,2023-04-20,0.0,Won,Won,,Campus - Room,252.0,252.0,,Vaulx-en-Velin,
C03982,5656,2023-06-28,201.6,Won,Won,,Campus - Room,403.2,201.6,,Vaulx-en-Velin,
C03992,2303,2022-02-04,0.0,Won,Won,Séjours et Camps,Private partnership - Patronage,10000.0,10000.0,"INDUSTRIES - Fashion, Textiles, Leather, Clothing",ANNECY CEDEX,
C03992,5655,2023-07-07,,,,,,15000.0,,"INDUSTRIES - Fashion, Textiles, Leather, Clothing",ANNECY CEDEX,
C04234,2695,2021-12-10,0.0,Won,Won,,Private partnership - Event,10000.0,10000.0,"INSURANCE - BANKING - Banking, Insurance, Finance, Investment funds",Nanterre,
C04249,2328,2021-10-01,0.0,Won,Won,Séjours et Camps,Private partnership - Patronage,45000.0,45000.0,INDUSTRIES - Food industry,FONTAINEBLEAU,
C04250,1448,2022-02-09,0.0,Won,Won,Sport,Private partnership - Patronage,100000.0,100000.0,"COMMERCE - Retail, Other retail, Crafts",MASSY,C00130
C04250,2329,2022-02-09,0.0,Won,Won,Séjours et Camps,Private partnership - Patronage,50000.0,50000.0,"COMMERCE - Retail, Other retail, Crafts",MASSY,C00130
C04250,2408,2023-02-13,0.0,Won,Won,Sport,Private partnership - Patronage,150000.0,150000.0,"COMMERCE - Retail, Other retail, Crafts",MASSY,C00130
C04257,2877,2021-12-23,,,,,,5000.0,,,LYON,
C04259,2672,2021-11-19,0.0,Won,Won,Job dans la Ville,Private partnership - Patronage,10000.0,10000.0,,,
C04259,3960,2022-05-26,0.0,Won,Won,Job dans la Ville,Private partnership - Patronage,6000.0,6000.0,,,
C04259,4364,2022-08-25,,,,,,10000.0,,,,
C04259,5186,2023-03-13,,,,,,50000.0,,,,
C04259,5757,2023-06-13,,,,,,5000.0,,,,
C04259,5758,2023-06-14,,,,,,1350.0,,,,
C04259,6028,2023-09-18,,,,,,9000.0,,,,
C04264,4062,2022-05-31,0.0,Won,Won,,Private partnership - Apprenticeship tax,1260.0,1260.0,,Paris,
C04294,2356,2021-08-31,3.552713678800501e-15,Won,Won,Non fléché,Private partnership - Patronage,19.830000000000002,19.83,,PARIS,
C04294,2357,2021-07-31,0.0,Won,Won,Non fléché,Private partnership - Patronage,1.96,1.96,,PARIS,
C04294,2357,2021-08-31,0.0,Won,Won,Non fléché,Private partnership - Patronage,1.96,1.96,,PARIS,
C04297,2364,2021-08-11,0.0,Won,Won,Non fléché,Private partnership - Patronage,1900.0,1900.0,"HEALTH - SOCIAL - Social, Associations, Foundations",LYON,
C04298,2365,2021-10-07,0.0,Won,Won,,Campus - Room,486.0,486.0,,Clichy,
C04298,2641,2021-12-02,38.88000000000011,Won,Won,,Campus - Room,1953.48,1914.6,,Clichy,
C04299,2805,2022-01-11,,,,,,10000.0,,"LAW - ECONOMICS - MANAGEMENT - Accounting, Management",PUTEAUX,
C04299,3626,2023-03-13,0.0,Won,Won,,Private partnership - Event,10000.0,10000.0,"LAW - ECONOMICS - MANAGEMENT - Accounting, Management",PUTEAUX,
C04299,4154,2022-06-03,0.0,Won,Won,Job dans la Ville,Private partnership - Apprenticeship tax,1000.0,1000.0,"LAW - ECONOMICS - MANAGEMENT - Accounting, Management",PUTEAUX,
C04299,4902,2023-02-06,0.0,Won,Won,,Private partnership - Event,10000.0,10000.0,"LAW - ECONOMICS - MANAGEMENT - Accounting, Management",PUTEAUX,
C04340,4360,2022-07-25,0.0,Won,Won,Non fléché,Private partnership - Patronage,10000.0,10000.0,COMPUTING - TELECOM - Networks,BEZONS,
C04341,2371,2021-09-02,0.0,Won,Won,,Campus - Field,750.0,750.0,,Lyon,
C04341,2981,2021-12-13,0.0,Won,Won,,Campus - Field,750.0,750.0,,Lyon,
C04341,3548,2022-03-15,,,,,,750.0,,,Lyon,
C04341,3571,2022-03-18,,,,,,750.0,,,Lyon,
C04406,2376,2021-09-07,0.0,Won,Won,,Campus - Room,1254.0,1254.0,,Saint Etienne,
C04406,2741,2021-12-09,-159.5,Won,Won,,Campus - Room,874.5,1034.0,,Saint Etienne,
C04421,5666,2023-09-20,,,,,,680.0,,,Saint-Vulbas,
C04431,2381,2021-09-08,,,,,,2100.0,,,Lyon,
C04431,4609,2022-10-27,,,,,,2310.0,,,Lyon,
C04436,2384,2022-01-04,0.0,Won,Won,Sport,Private partnership - Patronage,35000.0,35000.0,"INSURANCE - BANKING - Banking, Insurance, Finance, Investment funds",PARIS CEDEX 13,
C04437,2401,2022-08-26,-80000.0,Won,New,Entrepreneurs dans la Ville,Private partnership - Patronage,40000.0,120000.0,"HEALTH - SOCIAL - Social, Associations, Foundations",RUEIL MALMAISON,
C04437,2401,2023-06-30,-80000.0,Won,New,Entrepreneurs dans la Ville,Private partnership - Patronage,40000.0,120000.0,"HEALTH - SOCIAL - Social, Associations, Foundations",RUEIL MALMAISON,
C04437,5707,2023-06-30,0.0,Won,Won,Entrepreneurs dans la Ville,Private partnership - Patronage,5000.0,5000.0,"HEALTH - SOCIAL - Social, Associations, Foundations",RUEIL MALMAISON,
C04437,5884,2023-08-04,0.0,Won,Won,,Private partnership - Event,10000.0,10000.0,"HEALTH - SOCIAL - Social, Associations, Foundations",RUEIL MALMAISON,
C04438,2402,2022-09-29,-100000.0,Won,New,Entrepreneurs dans la Ville,Private partnership - Patronage,50000.0,150000.0,"HEALTH - SOCIAL - Social, Associations, Foundations",LYON,
C04438,2402,2023-07-04,-100000.0,Won,New,Entrepreneurs dans la Ville,Private partnership - Patronage,50000.0,150000.0,"HEALTH - SOCIAL - Social, Associations, Foundations",LYON,
C04438,5377,2023-07-06,23038.0,Won,Won,,Campus - Event,46076.0,23038.0,"HEALTH - SOCIAL - Social, Associations, Foundations",LYON,
C04439,4293,2022-09-27,0.0,Won,Won,Job dans la Ville,Public partnership,7000.0,7000.0,"PUBLIC SECTOR - Local authorities, Regions, Municipalities",MARSEILLE CEDEX 20,
C04439,5151,2022-12-27,0.0,Won,Won,Non fléché,Public partnership,2000.0,2000.0,"PUBLIC SECTOR - Local authorities, Regions, Municipalities",MARSEILLE CEDEX 20,
C04462,2410,2022-02-22,0.0,Won,Won,Non fléché,Private partnership - Patronage,5000.0,5000.0,HOTEL - CATERING - TOURISM,LYON CEDEX 07,C00182
C04462,2644,2021-11-11,,,,,,15000.0,,HOTEL - CATERING - TOURISM,LYON CEDEX 07,C00182
C04462,3415,2022-03-29,0.0,Won,Won,Non fléché,Private partnership - Patronage,15000.0,15000.0,HOTEL - CATERING - TOURISM,LYON CEDEX 07,C00182
C04462,4477,2023-04-28,,,,,,5000.0,,HOTEL - CATERING - TOURISM,LYON CEDEX 07,C00182
C04462,4477,2023-07-03,,,,,,10000.0,,HOTEL - CATERING - TOURISM,LYON CEDEX 07,C00182
C04464,1454,2021-11-15,0.0,Won,Won,Job dans la Ville,Private partnership - Patronage,30000.0,30000.0,"HR - RECRUITMENT - Recruitment agency, Interim, Training",NANTERRE CEDEX,C00471
C04464,2419,2022-11-09,-30000.0,Won,New,Job dans la Ville,Private partnership - Patronage,30000.0,60000.0,"HR - RECRUITMENT - Recruitment agency, Interim, Training",NANTERRE CEDEX,C00471
C04479,3895,2022-06-21,0.0,Won,Won,,Private partnership - Event,10000.0,10000.0,"REAL ESTATE - Architecture, Real Estate",Paris,
C04479,4082,2022-05-31,0.0,Won,Won,,Private partnership - Apprenticeship tax,2649.77,2649.77,"REAL ESTATE - Architecture, Real Estate",Paris,
C04479,4670,2022-10-31,0.0,Won,Won,Job dans la Ville,Private partnership - Patronage,10000.0,10000.0,"REAL ESTATE - Architecture, Real Estate",Paris,
C04578,2520,2021-09-30,0.0,Won,Won,,Private partnership - Event,6000.0,6000.0,"INDUSTRIES - Metallurgy, Steel industry",VENISSIEUX,
C04580,2532,2021-11-10,,,,,,3000.0,,INDUSTRIES - Food industry,CHAMBERY,
C04580,3444,2022-03-31,0.0,Won,Won,,Private partnership - Event,3000.0,3000.0,INDUSTRIES - Food industry,CHAMBERY,
C04580,5231,2023-04-17,0.0,Won,Won,,Private partnership - Event,3500.0,3500.0,INDUSTRIES - Food industry,CHAMBERY,
C04583,2555,2022-07-07,-2500.0,Won,New,Non fléché,Private partnership - Patronage,2500.0,5000.0,"HEALTH - SOCIAL - Social, Associations, Foundations",CHAMONIX,
C04695,2564,2021-09-28,0.0,Won,Won,,Campus - Field,6900.0,6900.0,,Ecully,
C04695,3534,2022-03-10,,,,,,6600.0,,,Ecully,
C04695,3535,2022-03-10,,,,,,6600.0,,,Ecully,
C04695,3536,2022-09-26,0.0,Won,Won,,Campus - Field,5130.0,5130.0,,Ecully,
C04695,3537,2022-12-15,,,,,,5130.0,,,Ecully,
C04695,3537,2023-03-03,,,,,,5130.0,,,Ecully,
C04695,3538,2023-03-15,,,,,,5130.0,,,Ecully,
C04695,4309,2022-07-08,,,,,,2039.5,,,Ecully,
C04695,4311,2022-09-14,421.2000000000007,Won,Won,,Campus - Event,17476.4,17055.2,,Ecully,
C04695,4312,2022-09-20,-315.90000000000146,Won,Won,,Campus - Event,11660.8,11976.7,,Ecully,
C04717,2592,2021-10-08,-300.0,Won,Won,,Campus - Event,1456.4,1756.4,,LIMONEST,
C04719,2595,2021-10-12,0.0,Won,Won,Non fléché,Private partnership - Patronage,10560.0,10560.0,"COMMUNICATION - Marketing, Advertising, Communication",PARIS,
C04721,2598,2021-10-06,-200.0,Won,Won,,Campus - Field,400.0,600.0,,Écully,
C04727,2599,2021-11-05,0.0,Won,Won,,Private partnership - Event,2000.0,2000.0,INDUSTRIES - Luxury goods,Paris,
C04895,2602,2021-10-27,0.0,Won,Won,,Campus - Field,180.0,180.0,,SAINTE FOY LES LYON,
C04966,2966,2021-12-24,0.0,Won,Won,Non fléché,Private partnership - Patronage,500.0,500.0,,PARIS,
C05143,4139,2022-06-01,0.0,Won,Won,Job dans la Ville,Private partnership - Apprenticeship tax,2500.0,2500.0,"HR - RECRUITMENT - Recruitment agency, Interim, Training",ADRESSE NON COMMUNIQUEE,C00224
C05225,2647,2021-10-27,,,,,,750.0,,,Lyon,
C05225,3340,2022-01-28,,,,,,750.0,,,Lyon,
C05225,3660,2022-04-12,,,,,,750.0,,,Lyon,
C05225,4320,2022-07-19,,,,,,750.0,,,Lyon,
C05225,4724,2022-10-21,,,,,,800.0,,,Lyon,
C05225,5243,2023-02-07,,,,,,800.0,,,Lyon,
C05225,5504,2023-04-11,,,,,,800.0,,,Lyon,
C05225,5581,2023-04-19,,,,,,800.0,,,Lyon,
C05225,5877,2023-07-25,,,,,,800.0,,,Lyon,
C05278,2656,2021-12-10,0.0,Won,Won,,Private partnership - Event,8000.0,8000.0,,NON COMMUNIQUEE,
C05278,3035,2022-02-23,0.0,Won,Won,,Private partnership - Event,3000.0,3000.0,,NON COMMUNIQUEE,
C05279,2660,2021-12-14,0.0,Won,Won,,Private partnership - Event,8000.0,8000.0,"MEDIA - ARTS - SPORTS - Arts, Culture, Leisure, Entertainment, Random Games",LA TRONCHE,
C05280,2670,2021-12-13,0.0,Won,Won,,Campus - Room,396.0,396.0,,LYON,
C05296,4958,2022-12-26,,,,,,150.0,,,LYON,
C05329,2684,2021-11-04,,,,,,650.0,,,lyon,
C05329,3611,2022-03-31,,,,,,1400.0,,,lyon,
C05329,4277,2022-06-30,,,,,,650.0,,,lyon,
C05329,4773,2022-11-08,,,,,,650.0,,,lyon,
C05329,5618,2023-05-02,,,,,,650.0,,,lyon,
C05428,2689,2022-03-05,,,,,,192.0,,,,
C05428,4423,2023-02-04,0.0,Won,Won,,Campus - Room,201.6,201.6,,,
C05503,2691,2022-03-26,0.0,Won,Won,,Campus - Room,2085.6,2085.6,,Chartres de Bretagne,
C05646,2716,2022-04-14,0.0,Won,Won,,Private partnership - Event,4000.0,4000.0,"INSURANCE - BANKING - Banking, Insurance, Finance, Investment funds",Paris,
C05655,2704,2022-06-14,-100.0,Won,Open,,Campus - Field,100.0,200.0,,LYON,
C05655,3545,2022-03-11,,,,,,100.0,,,LYON,
C05767,2711,2022-09-30,0.0,Won,Won,Séjours et Camps,Private partnership - Patronage,449118.0,449118.0,"HEALTH - SOCIAL - Social, Associations, Foundations",BOSTON MA,
C05767,4476,2023-07-24,,,,,,1784426.82,,"HEALTH - SOCIAL - Social, Associations, Foundations",BOSTON MA,
C05927,2726,2021-12-31,0.0,Won,Won,Sport,Private partnership - Patronage,3000.0,3000.0,,ADRESSE NON COMMUNIQUEE,
C05927,3457,2022-02-25,0.0,Won,Won,,Private partnership - Apprenticeship tax,2100.57,2100.57,,ADRESSE NON COMMUNIQUEE,
C05930,2738,2022-03-08,0.0,Won,Won,,Private partnership - Event,5000.0,5000.0,"COMMERCE - Retail, Other retail, Crafts",LILLE,
C05980,2739,2021-02-02,0.0,Won,Won,,Campus - Event,924.0,924.0,,LYON,
